State,County,Make,Model,Longitude,Latitude
WA,Pierce,TESLA,MODEL Y,-122.522985,46.9876
WA,Whatcom,CHEVROLET,BOLT EV,-122.486115,48.761615
WA,Snohomish,TESLA,MODEL Y,-122.1876761,47.820517
WA,Snohomish,MINI,HARDTOP,-122.299965,47.94171
WA,Snohomish,RIVIAN,R1T,-122.1876761,47.820517
WA,Pierce,MINI,HARDTOP,-122.275748,47.1395924
WA,King,TESLA,MODEL Y,-122.12302,47.67668
WA,King,BMW,X5,-121.999595,47.547635
WA,King,CHEVROLET,BOLT EV,-122.30839,47.610365
WA,Snohomish,RIVIAN,R1S,-122.299965,47.94171
WA,Snohomish,VOLVO,XC90,-122.335685,47.80372
WA,Chelan,TESLA,MODEL Y,-120.1531,47.885505
WA,Thurston,HYUNDAI,KONA ELECTRIC,-122.89692,47.043535
WA,King,TESLA,MODEL 3,-122.378895,47.66905
WA,King,TESLA,MODEL Y,-122.12302,47.67668
WA,Chelan,TESLA,MODEL Y,-120.32009,47.42255
WA,King,LUCID,AIR,-122.12302,47.67668
WA,King,TESLA,MODEL Y,-122.11832,47.6245
WA,Grant,HYUNDAI,KONA ELECTRIC,-119.2599876,47.1240154
WA,Pierce,TESLA,MODEL 3,-122.5835454,47.3234488
WA,King,TESLA,MODEL Y,-122.05191,47.357985
WA,King,TESLA,MODEL X,-122.0370611,47.6887161
WA,Snohomish,TESLA,MODEL Y,-122.2247757,47.9156409
WA,Skagit,TESLA,MODEL 3,-122.33079,48.474765
WA,Snohomish,TESLA,MODEL Y,-122.1876761,47.820517
WA,King,AUDI,Q4,-122.319115,47.66132
WA,Snohomish,TESLA,MODEL 3,-122.1876761,47.820517
WA,King,TESLA,MODEL Y,-122.15734,47.487175
WA,Island,CHEVROLET,BOLT EUV,-122.5310901,48.2192797
WA,Yakima,TESLA,MODEL 3,-120.421245,46.44554
WA,Whatcom,VOLKSWAGEN,ID.4,-122.486115,48.761615
WA,King,TESLA,MODEL 3,-122.12302,47.67668
WA,Pierce,VOLVO,XC40,-122.6657985,47.383359
WA,Spokane,BMW,X5,-117.288055,47.68043
WA,Snohomish,TESLA,MODEL 3,-122.297265,47.84182
WA,King,TESLA,MODEL Y,-122.209285,47.71124
WA,Asotin,JEEP,GRAND CHEROKEE,-117.045685,46.4163
WA,King,TESLA,MODEL Y,-122.15734,47.487175
WA,Spokane,KIA,SPORTAGE,-117.460225,47.64927
WA,Snohomish,TESLA,MODEL Y,-122.297265,47.84182
WA,Cowlitz,GENESIS,GV60,-122.73125,45.923065
WA,Thurston,AUDI,Q4,-122.92145,47.045935
WA,Snohomish,TESLA,MODEL Y,-122.17673,48.05542
WA,Pierce,KIA,NIRO,-122.5181098,47.1712579
WA,Skagit,TESLA,MODEL Y,-122.338975,48.41333
WA,Snohomish,KIA,EV6,-122.2247757,47.9156409
WA,King,BMW,I4,-122.388675,47.5415
WA,King,NISSAN,LEAF,-122.11832,47.6245
WA,King,TESLA,MODEL Y,-122.209285,47.71124
WA,King,KIA,NIRO,-122.151665,47.75855
WA,Pierce,TESLA,MODEL Y,-122.47913,47.2198
WA,King,TESLA,MODEL Y,-122.16085,47.624515
WA,Yakima,TESLA,MODEL Y,-120.6027202,46.5965625
WA,Pierce,FORD,F-150,-122.2032237,47.0942956
WA,Snohomish,TESLA,MODEL Y,-122.17673,48.05542
WA,Pierce,VOLVO,C40,-122.5113356,47.2923828
WA,Grant,TESLA,MODEL 3,-119.2599876,47.1240154
WA,Whitman,TESLA,MODEL Y,-117.17912,46.730885
WA,Benton,FORD,F-150,-119.4897,46.26394
WA,Thurston,TESLA,MODEL Y,-122.7474291,47.0821119
WA,Island,LINCOLN,AVIATOR,-122.6880708,48.2179983
WA,Snohomish,TESLA,MODEL Y,-122.1876761,47.820517
WA,Pierce,VOLVO,C40,-122.53569,47.249445
WA,Clallam,HYUNDAI,IONIQ 6,-123.46101,48.118925
WA,Pierce,KIA,EV6,-122.53569,47.249445
WA,Pierce,TESLA,MODEL Y,-122.435115,47.1045
WA,Spokane,TESLA,MODEL Y,-117.57579,47.492775
WA,King,TESLA,MODEL 3,-122.147385,47.599975
WA,Grant,KIA,SPORTAGE,-119.2599876,47.1240154
WA,Douglas,HYUNDAI,IONIQ 5,-120.28619,47.417755
WA,Snohomish,GENESIS,GV60,-122.15134,47.8851158
WA,Snohomish,TESLA,MODEL Y,-122.1876761,47.820517
WA,Snohomish,TESLA,MODEL Y,-122.1713847,48.10433
WA,Skagit,TESLA,MODEL S,-122.32284,48.41653
WA,Snohomish,TESLA,MODEL X,-122.1876761,47.820517
WA,Snohomish,TESLA,MODEL 3,-122.30842,47.78416
WA,King,TESLA,MODEL Y,-122.20264,47.6785
WA,Snohomish,KIA,EV6,-122.37507,47.80807
WA,King,TESLA,MODEL Y,-122.209285,47.71124
WA,Snohomish,TESLA,MODEL Y,-122.091505,47.915555
WA,King,TESLA,MODEL Y,-122.12302,47.67668
WA,Snohomish,TESLA,MODEL 3,-122.213105,47.95479
WA,King,LUCID,AIR,-121.7814012,47.4935316
WA,Snohomish,TESLA,MODEL 3,-122.1876761,47.820517
WA,Snohomish,TESLA,MODEL 3,-122.2247757,47.9156409
WA,Snohomish,BMW,I4,-122.316675,47.819365
WA,King,TESLA,MODEL 3,-122.1298876,47.4451257
WA,Clark,VOLVO,XC90,-122.5918493,45.6617058
WA,Snohomish,TESLA,MODEL Y,-122.112265,48.0047
WA,Snohomish,NISSAN,ARIYA,-122.2551991,47.8650827
WA,King,VOLKSWAGEN,ID.4,-122.12302,47.67668
WA,Spokane,FORD,F-150,-117.0923638,47.6643385
WA,Pierce,TESLA,MODEL 3,-122.589645,47.342345
WA,King,TESLA,MODEL Y,-122.151665,47.75855
WA,Thurston,TESLA,MODEL Y,-122.8285,47.03646
WA,Pierce,NISSAN,ARIYA,-122.275748,47.1395924
WA,Snohomish,TESLA,MODEL Y,-122.179458,47.802589
WA,King,TESLA,MODEL 3,-122.3185,47.67949
WA,Whatcom,AUDI,E-TRON,-123.0651,48.98823
WA,Spokane,VOLKSWAGEN,ID.4,-117.40725,47.718625
WA,Skagit,VOLKSWAGEN,ID.4,-122.338975,48.41333
WA,Snohomish,CHEVROLET,BOLT EV,-122.335685,47.80372
WA,King,TESLA,MODEL 3,-122.1820969,47.3198995
WA,Pierce,AUDI,Q4,-122.28718,47.190465
WA,Kittitas,BMW,I4,-120.938305,47.195355
WA,Grant,FORD,F-150,-119.2599876,47.1240154
WA,Snohomish,FORD,TRANSIT,-122.179458,47.802589
WA,Snohomish,FORD,TRANSIT,-122.1876761,47.820517
WA,King,TESLA,MODEL Y,-122.151665,47.75855
WA,Pierce,BMW,X5,-122.5835454,47.3234488
WA,King,CHEVROLET,BOLT EUV,-122.03646,47.534065
WA,King,TESLA,MODEL S,-122.326965,47.55015
WA,King,TESLA,MODEL 3,-122.201905,47.61385
WA,King,VOLKSWAGEN,ID.4,-122.46049,47.44873
WA,King,TESLA,MODEL Y,-122.30823,47.581975
WA,King,TESLA,MODEL 3,-122.209285,47.71124
WA,King,TESLA,MODEL Y,-122.3175,47.7578146
WA,Pierce,TESLA,MODEL Y,-122.38578,47.28971
WA,King,TESLA,MODEL Y,-122.201905,47.61385
WA,Grays Harbor,FORD,MUSTANG MACH-E,-124.1599804,47.0075271
WA,Mason,JEEP,WRANGLER,-123.105305,47.211085
WA,Snohomish,TESLA,MODEL Y,-122.2551991,47.8650827
WA,San Juan,VOLVO,C40,-122.907229,48.7016716
WA,King,BMW,IX,-122.15734,47.487175
WA,King,KIA,NIRO,-122.15734,47.487175
WA,King,TESLA,MODEL 3,-122.12302,47.67668
WA,Pierce,RIVIAN,R1T,-122.23825,47.201625
WA,Snohomish,RIVIAN,R1S,-122.091505,47.915555
WA,Benton,HYUNDAI,IONIQ 5,-119.3535873,46.2778489
WA,Snohomish,TESLA,MODEL Y,-122.297265,47.84182
WA,Snohomish,HYUNDAI,IONIQ 5,-121.972215,47.85674
WA,King,VOLKSWAGEN,ID.4,-122.0370611,47.6887161
WA,King,TESLA,MODEL 3,-122.34301,47.659185
WA,Pierce,TESLA,MODEL Y,-122.183805,47.18062
WA,Snohomish,HYUNDAI,IONIQ 5,-122.1876761,47.820517
WA,King,NISSAN,LEAF,-122.1298876,47.4451257
WA,King,TESLA,MODEL X,-122.201905,47.61385
WA,Snohomish,TESLA,MODEL X,-122.112265,48.0047
WA,Snohomish,TESLA,MODEL Y,-122.091505,47.915555
WA,King,TESLA,MODEL 3,-121.7814012,47.4935316
WA,King,SUBARU,SOLTERRA,-121.8740496,47.5345546
WA,Pierce,BMW,X5,-122.5181098,47.1712579
WA,King,NISSAN,LEAF,-122.151665,47.75855
WA,Pierce,HYUNDAI,IONIQ 5,-122.5835454,47.3234488
WA,Kittitas,TESLA,MODEL Y,-120.938305,47.195355
WA,Snohomish,TESLA,MODEL Y,-122.112265,48.0047
WA,Whatcom,TESLA,MODEL Y,-122.4584536,48.9461196
WA,Spokane,TESLA,MODEL 3,-117.35609,47.68401
WA,Pierce,VOLKSWAGEN,ID.4,-122.5113356,47.2923828
WA,King,TESLA,MODEL Y,-122.38679,47.56484
WA,Benton,TESLA,MODEL Y,-119.2952071,46.272495
WA,Thurston,TESLA,MODEL 3,-122.81709,46.988575
WA,Pierce,JEEP,WRANGLER,-122.643815,47.097455
WA,Grant,BMW,I4,-119.2599876,47.1240154
WA,King,VOLVO,XC90,-122.12302,47.67668
WA,Grant,JEEP,GRAND CHEROKEE,-119.55513,47.31936
WA,Snohomish,TESLA,MODEL Y,-122.316675,47.819365
WA,Walla Walla,NISSAN,LEAF,-118.34332,46.063985
WA,King,HYUNDAI,IONIQ 5,-122.2377542,47.582905
WA,Whatcom,KIA,SPORTAGE,-122.45493,48.76809
WA,Thurston,RIVIAN,R1S,-122.92145,47.045935
WA,Pierce,TESLA,MODEL Y,-122.029685,47.161465
WA,Snohomish,TESLA,MODEL Y,-122.2551991,47.8650827
WA,Snohomish,BMW,I4,-122.1876761,47.820517
WA,King,GENESIS,GV60,-122.34584,47.76726
WA,King,KIA,EV6,-122.1298876,47.4451257
WA,Kitsap,TOYOTA,RAV4 PRIME,-122.6468815,47.6344364
WA,Skagit,KIA,SPORTAGE,-122.338975,48.41333
WA,Island,TESLA,MODEL Y,-122.5310901,48.2192797
WA,Snohomish,TESLA,MODEL Y,-122.1876761,47.820517
WA,Snohomish,TESLA,MODEL 3,-122.1876761,47.820517
WA,King,HYUNDAI,IONIQ 6,-122.15734,47.487175
WA,King,TESLA,MODEL Y,-122.201905,47.61385
WA,King,HYUNDAI,KONA ELECTRIC,-122.46049,47.44873
WA,Franklin,CHEVROLET,BOLT EUV,-119.0982,46.232395
WA,Pierce,NISSAN,LEAF,-122.3085456,47.1042426
WA,Pierce,TESLA,MODEL 3,-122.299155,47.19178
WA,Pierce,KIA,NIRO,-122.53569,47.249445
WA,King,TESLA,MODEL 3,-122.394185,47.639195
WA,Snohomish,TESLA,MODEL Y,-122.1876761,47.820517
WA,Whatcom,FORD,F-150,-122.4569227,48.7470973
WA,Pierce,LINCOLN,CORSAIR,-122.183805,47.18062
WA,Pierce,TESLA,MODEL 3,-122.275748,47.1395924
WA,Snohomish,TESLA,MODEL Y,-122.2551991,47.8650827
WA,King,TESLA,MODEL 3,-122.37275,47.68968
WA,Snohomish,TESLA,MODEL Y,-122.179458,47.802589
WA,Spokane,CHEVROLET,BOLT EUV,-117.425265,47.635365
WA,Island,CHEVROLET,BOLT EUV,-122.5310901,48.2192797
WA,King,BMW,I4,-122.388675,47.5415
WA,Douglas,VOLKSWAGEN,ID.4,-120.28619,47.417755
WA,San Juan,VOLVO,XC60,-123.0219704,48.5316467
WA,Chelan,SUBARU,SOLTERRA,-120.32009,47.42255
WA,Pierce,VOLKSWAGEN,ID.4,-122.2032237,47.0942956
WA,King,KIA,SPORTAGE,-122.34584,47.76726
WA,Pierce,MITSUBISHI,OUTLANDER,-122.47913,47.2198
WA,Pierce,TESLA,MODEL Y,-122.4096963,47.2174975
WA,Clark,HYUNDAI,IONIQ 5,-122.666325,45.641205
WA,King,VOLKSWAGEN,ID.4,-122.05191,47.357985
WA,King,TESLA,MODEL Y,-122.0370611,47.6887161
WA,King,TESLA,MODEL Y,-122.16085,47.624515
WA,King,BMW,X5,-122.16937,47.571015
WA,Kitsap,RIVIAN,EDV,-122.65223,47.57192
WA,King,TESLA,MODEL Y,-122.180505,47.500055
WA,King,TESLA,MODEL 3,-122.0370611,47.6887161
WA,King,TESLA,MODEL 3,-122.197,47.43876
WA,Pierce,TESLA,MODEL 3,-122.275748,47.1395924
WA,King,FORD,MUSTANG MACH-E,-122.3223156,47.6402108
WA,King,FORD,MUSTANG MACH-E,-122.1298876,47.4451257
WA,King,TESLA,MODEL Y,-122.20578,47.762405
WA,Pierce,CHEVROLET,BOLT EUV,-122.183805,47.18062
WA,King,TESLA,MODEL Y,-122.180505,47.500055
WA,King,TESLA,MODEL Y,-122.16085,47.624515
WA,Pierce,TESLA,MODEL 3,-122.029685,47.161465
WA,King,TESLA,MODEL Y,-121.999595,47.547635
WA,Chelan,TESLA,MODEL Y,-120.6619153,47.5970083
WA,Snohomish,TESLA,MODEL Y,-122.179458,47.802589
WA,Spokane,TESLA,MODEL Y,-117.369705,47.62637
WA,Pierce,MITSUBISHI,OUTLANDER,-122.47913,47.2198
WA,King,CHEVROLET,BOLT EV,-122.34301,47.659185
WA,Thurston,VOLKSWAGEN,ID.4,-122.89692,47.043535
WA,King,HYUNDAI,IONIQ 6,-122.209285,47.71124
WA,Snohomish,VOLKSWAGEN,ID.4,-122.12324,48.19485
WA,Pierce,RIVIAN,R1S,-122.2953401,47.0763961
WA,Whatcom,CHEVROLET,BOLT EV,-122.4569227,48.7470973
WA,King,TESLA,MODEL Y,-122.151665,47.75855
WA,Pierce,TESLA,MODEL Y,-122.183805,47.18062
WA,Clark,TESLA,MODEL 3,-122.6483953,45.7010427
WA,Snohomish,TESLA,MODEL Y,-122.179458,47.802589
WA,Pierce,FORD,TRANSIT,-122.47913,47.2198
WA,King,KIA,EV6,-122.30839,47.610365
WA,King,TESLA,MODEL Y,-122.201905,47.61385
WA,King,HYUNDAI,IONIQ 5,-122.180505,47.500055
WA,Thurston,FORD,MUSTANG MACH-E,-122.89692,47.043535
WA,Snohomish,FORD,F-150,-122.2247757,47.9156409
WA,Skagit,MERCEDES-BENZ,EQE-CLASS SEDAN,-122.5135345,48.3829111
WA,Pierce,NISSAN,LEAF,-122.490985,47.26365
WA,Walla Walla,JEEP,GRAND CHEROKEE,-118.34332,46.063985
WA,Snohomish,TESLA,MODEL Y,-122.1876761,47.820517
WA,King,TESLA,MODEL Y,-121.7814012,47.4935316
WA,Skagit,CHRYSLER,PACIFICA,-122.615305,48.501275
WA,Skagit,VOLKSWAGEN,ID.4,-122.32284,48.41653
WA,Snohomish,BMW,530E,-122.112265,48.0047
WA,Snohomish,TESLA,MODEL X,-121.972215,47.85674
WA,Snohomish,JEEP,GRAND CHEROKEE,-121.96994,48.08334
WA,Snohomish,HYUNDAI,IONIQ 5,-122.1876761,47.820517
WA,King,TESLA,MODEL 3,-122.34848,47.632405
WA,Kitsap,VOLVO,XC40,-122.5235781,47.6293323
WA,Snohomish,CADILLAC,LYRIQ,-122.297265,47.84182
WA,Pierce,MINI,HARDTOP,-122.643815,47.097455
WA,Douglas,TESLA,MODEL S,-120.28619,47.417755
WA,King,TESLA,MODEL Y,-122.20264,47.6785
WA,Snohomish,RIVIAN,R1S,-122.3684051,48.2414921
WA,Snohomish,VOLKSWAGEN,ID.4,-122.20722,47.979935
WA,Pierce,HYUNDAI,IONIQ 5,-122.183805,47.18062
WA,King,TESLA,MODEL Y,-122.29179,47.43473
WA,Pierce,HYUNDAI,KONA ELECTRIC,-122.36151,47.241885
WA,King,TESLA,MODEL X,-122.15734,47.487175
WA,Snohomish,TESLA,MODEL Y,-122.179458,47.802589
WA,Pierce,TESLA,MODEL Y,-122.5404512,47.2074166
WA,King,TESLA,MODEL Y,-122.2849393,47.3384055
WA,Island,HYUNDAI,IONIQ 5,-122.359364,47.9796552
WA,King,RIVIAN,R1T,-122.03646,47.534065
WA,Mason,CHEVROLET,BOLT EV,-123.06842,47.33529
WA,King,TESLA,MODEL Y,-122.16085,47.624515
WA,Pierce,JEEP,WRANGLER,-122.183805,47.18062
WA,Spokane,VOLKSWAGEN,ID.4,-117.6773,47.573335
WA,Pierce,VOLKSWAGEN,ID.4,-122.275748,47.1395924
WA,King,TESLA,MODEL X,-122.05191,47.357985
WA,King,TESLA,MODEL 3,-122.30823,47.581975
WA,Pierce,TOYOTA,RAV4 PRIME,-122.183805,47.18062
WA,Pierce,TESLA,MODEL 3,-122.5404512,47.2074166
WA,Spokane,SUBARU,SOLTERRA,-117.431895,47.667155
WA,Pierce,TESLA,MODEL 3,-122.299155,47.19178
WA,Skamania,TESLA,MODEL S,-121.8849392,45.6980854
WA,Snohomish,MERCEDES-BENZ,EQE-CLASS SUV,-122.1876761,47.820517
WA,Snohomish,VOLVO,C40,-122.2551991,47.8650827
WA,Snohomish,TESLA,MODEL Y,-122.2551991,47.8650827
WA,Benton,TESLA,MODEL Y,-119.28753,46.29747
WA,King,AUDI,Q4,-122.306935,47.62441
WA,King,RIVIAN,R1T,-122.37275,47.68968
WA,Kittitas,RIVIAN,R1S,-120.938305,47.195355
WA,King,TESLA,MODEL Y,-122.209285,47.71124
WA,Snohomish,MITSUBISHI,OUTLANDER,-122.1876761,47.820517
WA,Spokane,RIVIAN,R1T,-117.1407,47.673675
WA,Kitsap,CHEVROLET,BOLT EUV,-122.6851642,47.506453
WA,Snohomish,TESLA,MODEL Y,-122.2551991,47.8650827
WA,Grays Harbor,TESLA,MODEL 3,-123.8868787,46.9805308
WA,Snohomish,KIA,NIRO,-122.316675,47.819365
WA,Thurston,CHEVROLET,BOLT EV,-122.92145,47.045935
WA,Snohomish,CHEVROLET,BOLT EV,-122.2551991,47.8650827
WA,King,TESLA,MODEL Y,-122.1298876,47.4451257
WA,King,TESLA,MODEL Y,-122.235475,47.3809
WA,Pierce,TESLA,MODEL 3,-122.435115,47.1045
WA,Snohomish,TESLA,MODEL 3,-122.15134,47.8851158
WA,Snohomish,HYUNDAI,IONIQ 5,-122.299965,47.94171
WA,Benton,VOLKSWAGEN,ID.4,-119.2952071,46.272495
WA,Snohomish,TESLA,MODEL 3,-122.2247757,47.9156409
WA,King,TESLA,MODEL Y,-122.147385,47.599975
WA,King,TESLA,MODEL X,-122.151665,47.75855
WA,Clark,TESLA,MODEL Y,-122.641835,45.638545
WA,Snohomish,TESLA,MODEL 3,-122.1876761,47.820517
WA,Clark,TOYOTA,RAV4 PRIME,-122.405565,45.59009
WA,Spokane,TESLA,MODEL 3,-117.460225,47.64927
WA,Skagit,KIA,NIRO,-122.615305,48.501275
WA,King,TESLA,MODEL Y,-122.05191,47.357985
WA,Benton,TESLA,MODEL Y,-119.4897,46.26394
WA,Snohomish,NISSAN,ARIYA,-122.1713847,48.10433
WA,Pacific,TOYOTA,RAV4 PRIME,-124.04853,46.4972
WA,Clark,TESLA,MODEL Y,-122.589388,45.6228731
WA,King,KIA,NIRO,-122.12302,47.67668
WA,Pierce,FORD,MUSTANG MACH-E,-122.5835454,47.3234488
WA,Snohomish,NISSAN,LEAF,-121.972215,47.85674
WA,Thurston,VOLKSWAGEN,ID.4,-122.89692,47.043535
WA,King,BMW,I4,-122.235475,47.3809
WA,Skagit,TESLA,MODEL 3,-122.33079,48.474765
WA,King,TESLA,MODEL 3,-122.201905,47.61385
WA,Thurston,TESLA,MODEL 3,-122.7474291,47.0821119
WA,Pierce,FORD,TRANSIT,-122.537565,47.231645
WA,Spokane,FORD,MUSTANG MACH-E,-117.369705,47.62637
WA,King,TESLA,MODEL Y,-122.235475,47.3809
WA,King,TESLA,MODEL Y,-122.12302,47.67668
WA,King,TESLA,MODEL Y,-122.2849393,47.3384055
WA,Snohomish,KIA,SPORTAGE,-122.297265,47.84182
WA,King,CHEVROLET,BOLT EUV,-122.2849393,47.3384055
WA,King,VOLKSWAGEN,ID.4,-122.30839,47.610365
WA,Snohomish,VOLVO,C40,-122.2551991,47.8650827
WA,Snohomish,TESLA,MODEL Y,-122.1876761,47.820517
WA,King,VOLKSWAGEN,ID.4,-122.34301,47.659185
WA,Whatcom,NISSAN,LEAF,-122.486115,48.761615
WA,Stevens,VOLKSWAGEN,ID.4,-117.90431,48.547075
WA,Island,TESLA,MODEL Y,-122.359364,47.9796552
WA,Snohomish,CHEVROLET,BOLT EV,-122.1713847,48.10433
WA,King,BMW,I4,-122.3175,47.7578146
WA,Pierce,VOLKSWAGEN,ID.4,-122.490985,47.26365
WA,Kitsap,TESLA,MODEL Y,-122.668076,47.665978
WA,King,TESLA,MODEL Y,-122.0313266,47.6285782
WA,Pierce,JEEP,WRANGLER,-122.589645,47.342345
WA,Benton,TESLA,MODEL Y,-119.1973001,46.1911488
WA,Franklin,TESLA,MODEL 3,-119.0982,46.232395
WA,Snohomish,TESLA,MODEL X,-122.1876761,47.820517
WA,Pierce,TESLA,MODEL Y,-122.438105,47.20322
WA,King,VOLVO,C40,-122.201905,47.61385
WA,King,TESLA,MODEL Y,-122.201905,47.61385
WA,Snohomish,TESLA,MODEL Y,-122.2551991,47.8650827
WA,Pierce,TESLA,MODEL 3,-122.490985,47.26365
WA,Snohomish,HYUNDAI,IONIQ 5,-122.335685,47.80372
WA,King,BMW,X5,-122.20264,47.6785
WA,Kitsap,TOYOTA,RAV4 PRIME,-122.611365,47.575195
WA,Snohomish,TESLA,MODEL Y,-122.15134,47.8851158
WA,Snohomish,VOLVO,XC40,-122.1876761,47.820517
WA,Snohomish,TESLA,MODEL Y,-122.112265,48.0047
WA,Pierce,KIA,EV6,-122.275748,47.1395924
WA,King,RIVIAN,R1T,-122.151665,47.75855
WA,King,TESLA,MODEL Y,-122.147385,47.599975
WA,Clark,KIA,EV6,-122.589388,45.6228731
WA,Benton,TESLA,MODEL 3,-119.2952071,46.272495
WA,Snohomish,KIA,SPORTAGE,-122.20722,47.979935
WA,Snohomish,TESLA,MODEL Y,-122.1876761,47.820517
WA,King,TESLA,MODEL Y,-122.201905,47.61385
WA,King,CHEVROLET,BOLT EUV,-122.201905,47.61385
WA,Pierce,TESLA,MODEL 3,-122.3085456,47.1042426
WA,Pierce,CHEVROLET,BOLT EUV,-122.275748,47.1395924
WA,King,VOLVO,XC40,-122.3185,47.67949
WA,Snohomish,TESLA,MODEL Y,-122.15134,47.8851158
WA,King,TESLA,MODEL 3,-122.151665,47.75855
WA,King,TESLA,MODEL 3,-122.209285,47.71124
WA,Thurston,AUDI,Q4,-122.89692,47.043535
WA,Snohomish,CHEVROLET,BOLT EV,-122.2247757,47.9156409
WA,Mason,TESLA,MODEL Y,-123.105305,47.211085
WA,Clark,TESLA,MODEL 3,-122.589388,45.6228731
WA,King,TESLA,MODEL Y,-122.151665,47.75855
WA,Pierce,TESLA,MODEL Y,-122.275748,47.1395924
WA,Pierce,TESLA,MODEL Y,-122.275748,47.1395924
WA,Spokane,TESLA,MODEL Y,-117.57579,47.492775
WA,King,TESLA,MODEL Y,-122.0313266,47.6285782
WA,Snohomish,TESLA,MODEL 3,-122.316675,47.819365
WA,Snohomish,TESLA,MODEL Y,-122.091505,47.915555
WA,Asotin,JEEP,GRAND CHEROKEE,-117.045685,46.4163
WA,Skagit,TESLA,MODEL Y,-122.615305,48.501275
WA,Pierce,TESLA,MODEL Y,-122.275748,47.1395924
WA,King,TESLA,MODEL Y,-122.20578,47.762405
WA,Thurston,TESLA,MODEL Y,-123.09573,46.82158
WA,Pierce,KIA,NIRO,-122.183805,47.18062
WA,King,TESLA,MODEL Y,-122.30839,47.610365
WA,Snohomish,TESLA,MODEL 3,-122.1876761,47.820517
WA,King,VOLVO,XC60,-122.356145,47.52104
WA,Pend Oreille,NISSAN,LEAF,-117.049135,48.181095
WA,King,TESLA,MODEL Y,-122.12302,47.67668
WA,Snohomish,TOYOTA,BZ4X,-122.316675,47.819365
WA,Snohomish,TESLA,MODEL 3,-122.1713847,48.10433
WA,Snohomish,TESLA,MODEL Y,-122.297265,47.84182
WA,King,TESLA,MODEL X,-122.20264,47.6785
WA,Snohomish,VOLKSWAGEN,ID.4,-122.15134,47.8851158
WA,King,VOLVO,XC40,-121.9105947,47.6483005
WA,King,RIVIAN,R1T,-122.234385,47.494545
WA,King,TESLA,MODEL 3,-122.1298876,47.4451257
WA,Snohomish,VOLVO,XC60,-122.37507,47.80807
WA,Snohomish,MITSUBISHI,OUTLANDER,-122.179458,47.802589
WA,King,TESLA,MODEL 3,-122.16937,47.571015
WA,King,NISSAN,LEAF,-122.20578,47.762405
WA,Snohomish,TESLA,MODEL 3,-122.1876761,47.820517
WA,Snohomish,TESLA,MODEL 3,-122.1713847,48.10433
WA,King,TESLA,MODEL 3,-122.180505,47.500055
WA,Snohomish,RIVIAN,R1S,-122.15134,47.8851158
WA,Spokane,FORD,F-150,-117.460225,47.64927
WA,Pierce,LEXUS,RZ 450E,-122.36151,47.241885
WA,King,TESLA,MODEL Y,-122.147385,47.599975
WA,King,TESLA,MODEL Y,-122.1298876,47.4451257
WA,King,TESLA,MODEL Y,-122.16085,47.624515
WA,King,TESLA,MODEL 3,-122.201905,47.61385
WA,Snohomish,BMW,X5,-122.15134,47.8851158
WA,Pierce,TESLA,MODEL X,-122.40872,47.165675
WA,Pierce,TESLA,MODEL Y,-122.6657985,47.383359
WA,Pierce,MINI,HARDTOP,-122.5835454,47.3234488
WA,King,TESLA,MODEL Y,-122.1298876,47.4451257
WA,Spokane,TESLA,MODEL Y,-117.2459114,47.6525293
WA,Spokane,FORD,MUSTANG MACH-E,-117.431895,47.667155
WA,King,HYUNDAI,TUCSON,-122.151665,47.75855
WA,Walla Walla,TESLA,MODEL Y,-118.34332,46.063985
WA,Mason,CHEVROLET,BOLT EUV,-123.105305,47.211085
WA,Snohomish,NISSAN,ARIYA,-122.30842,47.78416
WA,Snohomish,BMW,X5,-122.1876761,47.820517
WA,Thurston,FORD,MUSTANG MACH-E,-122.6898776,46.8908492
WA,Snohomish,TESLA,MODEL Y,-122.316675,47.819365
WA,Benton,NISSAN,LEAF,-119.113535,46.204945
WA,Benton,TESLA,MODEL Y,-119.2952071,46.272495
WA,King,TESLA,MODEL Y,-122.147385,47.599975
WA,King,RIVIAN,R1S,-122.151665,47.75855
WA,Pierce,HYUNDAI,IONIQ 5,-122.183805,47.18062
WA,Pierce,FORD,MUSTANG MACH-E,-122.183805,47.18062
WA,King,TESLA,MODEL Y,-122.15734,47.487175
WA,King,TESLA,MODEL Y,-122.15734,47.487175
WA,King,TESLA,MODEL 3,-122.1298876,47.4451257
WA,King,RIVIAN,R1T,-122.38679,47.56484
WA,King,JEEP,GRAND CHEROKEE,-122.151665,47.75855
WA,King,TESLA,MODEL Y,-122.16937,47.571015
WA,King,TESLA,MODEL Y,-122.15734,47.487175
WA,King,SUBARU,SOLTERRA,-122.147385,47.599975
WA,Snohomish,KIA,EV6,-122.240535,47.91139
WA,Thurston,VOLKSWAGEN,ID.4,-122.89692,47.043535
WA,King,TESLA,MODEL Y,-122.111625,47.36078
WA,Pierce,NISSAN,LEAF,-122.5835454,47.3234488
WA,Snohomish,TESLA,MODEL Y,-122.2551991,47.8650827
WA,Pierce,BMW,X5,-122.589645,47.342345
WA,Chelan,CHEVROLET,BOLT EV,-120.32009,47.42255
WA,Island,TOYOTA,RAV4 PRIME,-122.544745,48.03024
WA,Pierce,TESLA,MODEL 3,-122.38578,47.28971
WA,Spokane,JEEP,WRANGLER,-117.21264,47.6587754
WA,Kitsap,TESLA,MODEL Y,-122.5235781,47.6293323
